Number,State,State_Code,Organization_Name,Type,Email,Phone,Website,Address,City,Zip_Code,Description
550,North Carolina,NC,Forsyth Humane Society,Humane Society,info@forsythhumane.org,(336) 721-1303,https://forsythhumane.org,4881 Country Club Road,Winston-Salem,27103,Among NC's largest humane societies serving Winston-Salem and Forsyth County.
551,North Carolina,NC,SAFE Haven for Cats,Shelter,info@safehavenforcats.org,(919) 872-7233,https://safehavenforcats.org,8431 Garvey Drive,Raleigh,27616,501(c)(3) no-kill shelter founded 1994. Raleigh's no-kill shelter and clinic dedicated to finding homes for homeless cats and kittens.
552,North Carolina,NC,Independent Animal Rescue,Rescue,info@animalrescue.net,(919) 932-8828,https://animalrescue.net,3417 Guess Road,Durham,27705,"Nonprofit providing foster, adoption, and spay/neuter services in the Triangle area. Dogs and cats live in foster homes as part of the family."
553,North Carolina,NC,Hope Animal Rescue,Rescue,info@hopeanimals.org,,https://www.hopeanimals.org,,Durham,27701,501(c)(3) all-volunteer organization dedicated to rescuing and rehoming dogs in North Carolina. Every dog deserves a chance.
554,North Carolina,NC,Saving Grace NC,Rescue,info@savinggracenc.org,(919) 443-4815,https://savinggracenc.org,1609 Guess Road,Hillsborough,27278,Approved SECC charity for 2024. Animal rescue organization serving central North Carolina.
555,North Carolina,NC,Paws for Life NC,Rescue,info@pawsforlifenc.org,,https://www.pawsforlifenc.org,,Raleigh,27603,"Registered 501(c)(3) animal rescue dedicated to saving homeless cats and dogs through fostering, spaying/neutering, and education."
556,North Carolina,NC,Carolina Paws,Rescue,info@carolinapaws.com,,https://www.carolinapaws.com,,Charlotte,28204,All-volunteer 501(c)(3) nonprofit animal rescue in greater Charlotte area. Devoted to helping abandoned and abused cats and dogs find loving homes.
557,North Carolina,NC,SPCA of Northeastern North Carolina,Spca,info@spcaofnenc.org,(252) 338-5222,https://www.spcaofnenc.org,,Elizabeth City,27909,"Serving Elizabeth City and surrounding region for decades. Caring for homeless, abandoned, and vulnerable animals."
558,North Carolina,NC,Carolina Animal Rescue and Adoption,Rescue,info@cara-nc.org,(336) 953-0925,https://www.cara-nc.org,,Sanford,27330,Animal rescue and adoption organization serving central North Carolina.
559,North Dakota,ND,Central Dakota Humane Society,Humane Society,info@cdhs.net,(701) 667-2020,https://cdhs.net,2104 37th Street,Mandan,58554,"Serving Bismarck-Mandan and central North Dakota for more than 60 years. Rescues, houses, rehabilitates, and rehomes stray, injured, abandoned, and abused animals."
560,North Dakota,ND,Homeward Animal Shelter,Shelter,info@homewardonline.org,(701) 239-0077,https://homewardonline.org,1201 28th Avenue North,Fargo,58102,"Rescues, shelters, protects, and rehomes animals. Mission to care for, protect, and place animals in lifelong homes while preventing cruelty through education."
561,North Dakota,ND,James River Humane Society,Humane Society,info@jamesriverhumanesociety.org,(701) 252-0747,https://www.jamesriverhumanesociety.org,8700 37th Street SE,Jamestown,58401,"Established 1985, nonprofit no-kill shelter set up to care for homeless cats and dogs. Located at I-94 Exit 262, Bloom Exit."
562,North Dakota,ND,Journey Home Animal Rescue,Rescue,info@journeyhomeanimalrescue.org,(701) 775-3732,https://www.journeyhomeanimalrescue.org,,Grand Forks,58201,Mission is to be a part of an animal's journey to a better life. Animal rescue serving the Grand Forks area.
563,North Dakota,ND,Furry Friends Rockin' Rescue,Rescue,info@furryfriendsrockinrescue.org,,https://furryfriendsrockinrescue.org,,Bismarck,58501,"Nonprofit started 2014, incorporated 2015 by Bismarck Animal Impound volunteers. Volunteer-run to alleviate pound overcrowding and euthanization."
564,North Dakota,ND,4 Luv of Dog Rescue,Rescue,info@4luvofdog.org,,https://www.4luvofdog.org,,Fargo,58103,100% volunteer-run rescue. Provides and pays for all necessities for foster animals - fosters only provide loving home until dog gets adopted.
565,North Dakota,ND,Circle of Friends Animal Shelter,Shelter,info@circleoffriendsanimalshelter.org,(701) 775-3732,https://circleoffriendsanimalshelter.org,,Grand Forks,58201,Animal shelter serving the Grand Forks area of northeast North Dakota.
566,North Dakota,ND,Souris Valley Animal Shelter,Shelter,info@sourisvalleyanimalshelter.org,(701) 852-6133,https://sourisvalleyanimalshelter.org,1900 20th Avenue SE,Minot,58701,Animal shelter serving Minot and the Souris Valley region of north-central North Dakota.
567,North Dakota,ND,Cat's Cradle Shelter,Shelter,info@catscradleshelter.org,(701) 356-7877,https://catscradleshelter.org,,Fargo,58103,Cat shelter serving the Fargo-Moorhead area of eastern North Dakota.
568,North Dakota,ND,TLC-ND Animal Rescue,Rescue,info@tlcnd.org,,https://tlcnd.org,,Devils Lake,58301,Animal rescue organization serving Devils Lake and the surrounding region.
569,North Dakota,ND,Oreo's Animal Rescue,Rescue,info@oreosanimalrescue.org,,https://oreosanimalrescue.org,,Dickinson,58601,Animal rescue organization serving Dickinson and southwest North Dakota.
570,North Dakota,ND,MonDak Animal Rescue,Rescue,info@mondakanimalrescue.org,,https://mondakanimalrescue.org,,Williston,58801,Animal rescue serving Williston and the Montana-Dakota border region.
571,North Dakota,ND,Miles of Love Dog Rescue,Rescue,info@milesoflove.org,,https://milesoflove.org,,Mandan,58554,Dog rescue organization founded 2017 serving the Bismarck-Mandan area.
572,North Dakota,ND,North Dakota Animals in Need,Rescue,info@ndanimalsinneed.org,,,,Lincoln,58504,Animal welfare organization founded 2014 serving central North Dakota.
573,North Dakota,ND,Spay and Neuter Center,Nonprofit,info@spayandneutercenter.org,,,,Bismarck,58501,Animal welfare organization founded 2011 providing spay/neuter services in the Bismarck area.
574,Nebraska,NE,Nebraska Humane Society,Humane Society,info@nehumanesociety.org,(402) 444-7800,https://nehumanesociety.org,8929 Fort Street,Omaha,68134,"Established 1875, fifth oldest Humane Society in the United States. Originally founded for protection of both animals and children. Provides adoption, medical care, and animal control services."
575,Nebraska,NE,Capital Humane Society,Humane Society,info@capitalhumanesociety.org,(402) 441-4488,https://www.capitalhumanesociety.org,6500 S 70th Street,Lincoln,68516,"Serves community by sheltering unwanted pets, advocates for animal welfare, and strives to educate the public about responsible pet care."
576,Nebraska,NE,Hearts United for Animals,Sanctuary,hua@hua.org,(402) 274-3679,https://hua.org,539 Pony Creek Road,Auburn,68305,"No-kill organization dedicated to relieving suffering of domestic animals by providing quality shelter, sanctuary, adoptions, and promoting animal welfare issues."
577,Nebraska,NE,Central Nebraska Humane Society,Humane Society,info@cnhs-gi.com,(308) 385-5305,https://cnhs-gi.com,1312 Sky Park Road,Grand Island,68801,"Established 1967, open entry shelter caring for over 3,000 animals annually. In 2024: reunited 693 lost animals, adopted 741, transferred 122. Shelters 70 dogs and 125+ cats daily."
578,Nebraska,NE,Animal Shelter of Northeast Nebraska,Shelter,info@animalshelternn.org,(402) 379-4440,https://www.animalshelternn.org,1309 W Braasch Avenue,Norfolk,68701,"Since 2016, saved over 6,000 animals. Offers educational services for youth, supports domestic violence survivors, assists Veterans and seniors. Receives no city or state funding."
579,Nebraska,NE,Kearney Area Animal Shelter,Shelter,info@kearneyanimalshelter.com,(308) 237-3229,https://www.kearneyanimalshelter.com,915 Avenue L,Kearney,68847,"No-kill, nonprofit animal shelter dedicated to providing safe, loving environment for dogs and cats. Rescues, rehabilitates, and finds forever homes."
580,Nebraska,NE,Panhandle Humane Society,Humane Society,info@panhandlehumanesociety.org,(308) 632-0079,https://panhandlehumanesociety.org,4305 Avenue I,Scottsbluff,69361,"Prevents neglect, abuse, and cruelty towards animals while addressing pet overpopulation and homelessness in the Nebraska Panhandle."
581,Nebraska,NE,Homeward Bound in the Heartland,Rescue,info@hbith.org,,https://hbith.org,,Omaha,68106,"Small group of rescuers in Omaha area. Foster-based rescue that doesn't discriminate on health, age, or breed. Rescues animals from difficult situations."
582,Nebraska,NE,McCook Humane Society,Humane Society,info@mccookhumanesociety.com,(308) 345-6868,https://www.mccookhumanesociety.com,302 East 5th Street,McCook,69001,Providing a temporary home for dogs and cats since 1983. Serving southwest Nebraska.
583,Nebraska,NE,Town and Country Animal Rescue,Rescue,info@tcanimalrescue.org,(402) 339-0055,https://tcanimalrescue.org,8218 South 84th Street,Papillion,68046,Animal rescue organization serving the Omaha metro and Papillion area with adoption services.
584,Nebraska,NE,Paws-itive Partners,Rescue,info@paws-itivepartners.com,(308) 520-0073,https://paws-itivepartners.com,,North Platte,69101,Animal rescue serving the North Platte and central Nebraska area.
585,Nebraska,NE,Golden Retriever Rescue in Nebraska,Rescue,info@grrin.org,(402) 330-6680,https://grrin.org,,Omaha,68137,"Founded 1991, provides network to shelter, rehabilitate, and re-home Golden Retrievers displaced due to family circumstances or other needs."
586,Nebraska,NE,Heartland Pet Connection,Rescue,info@heartlandpetconnection.org,(402) 462-0124,https://heartlandpetconnection.org,602 W 1st Street,Hastings,68901,Animal rescue serving the Hastings and south central Nebraska area with adoption and foster services.
587,Nebraska,NE,York Adopt-a-Pet,Rescue,info@yorkadoptapet.org,(402) 362-3877,https://yorkadoptapet.org,,York,68467,Animal rescue and adoption organization serving the York and eastern Nebraska area.
588,Nebraska,NE,Bullies-N-Beyond ResQ,Rescue,info@bnbresq.org,,https://bnbresq.org,,Omaha,68134,All-volunteer 501(c)(3) nonprofit providing safe adoptive homes for every dog in their care and advocating for Bully dog breeds through education.
589,New Hampshire,NH,New Hampshire SPCA,Spca,info@nhspca.org,(603) 772-2921,https://nhspca.org,104 Portsmouth Avenue,Stratham,03885,"New Hampshire's oldest and largest animal shelter. Offers pet adoption, dog training, summer camps, cruelty intervention, low cost spay/neuter clinics, and humane education."
590,New Hampshire,NH,Humane Society for Greater Nashua,Humane Society,info@hsfn.org,(603) 889-2275,https://www.hsfn.org,24 Ferry Road,Nashua,03064,"501(c)(3) nonprofit founded in 1900, celebrates 125 years. Offers Dog Transport Program, Seniors for Seniors program, Pet Food Pantry, and low-cost veterinary care."
591,New Hampshire,NH,Manchester Animal Shelter,Shelter,info@manchesteranimalshelter.org,(603) 628-3544,https://www.manchesteranimalshelter.org,490 Dunbarton Road,Manchester,03102,"Goal is zero-population growth through spay/neuter programs. Focuses on education, medical care, fostering, and adoption. Believes all animals deserve life, respect, and care."
592,New Hampshire,NH,Animal Rescue League of New Hampshire,Rescue,info@rescueleague.org,(603) 472-3647,https://www.rescueleague.org,545 Route 101,Bedford,03110,"Serves over 2,000 pets and their families each year. Voted Best Place to Volunteer two years in a row in Best of the 603."
593,New Hampshire,NH,New Hampshire Humane Society,Humane Society,info@nhhumane.org,(603) 524-3252,https://www.nhhumane.org,1305 Meredith Center Road,Laconia,03246,Nonprofit 501(c)(3) dedicated to finding loving homes for homeless pets and providing temporary shelter and care for lost dogs and cats.
594,New Hampshire,NH,Monadnock Humane Society,Humane Society,info@monadnockhumanesociety.org,(603) 352-9011,https://monadnockhumanesociety.org,101 West Swanzey Road,Swanzey,03446,Humane society serving the Monadnock region of southwest New Hampshire with adoption and animal welfare services.
595,New Hampshire,NH,Conway Area Humane Society,Humane Society,info@conwayhumane.org,(603) 447-5955,https://conwayhumane.org,223 East Main Street,Conway,03818,Humane society serving the Mount Washington Valley and White Mountains region.
596,New Hampshire,NH,Upper Valley Humane Society,Humane Society,info@uvhs.org,(603) 448-6888,https://uvhs.org,300 Old Route 10,Enfield,03748,Humane society serving the Upper Valley region of New Hampshire and Vermont border area.
597,New Hampshire,NH,Lakes Region Humane Society,Humane Society,info@lrhs.net,(603) 539-1077,https://lrhs.net,11 Old Route 28,Ossipee,03864,Humane society serving the Lakes Region of New Hampshire.
598,New Hampshire,NH,Sullivan County Humane Society,Humane Society,info@sullivancountyhumanesociety.org,(603) 542-3277,https://sullivancountyhumanesociety.org,14 Tremont Street,Claremont,03743,Humane society serving Sullivan County in western New Hampshire.
599,New Hampshire,NH,Franklin Animal Shelter,Shelter,info@franklinanimalshelter.com,(603) 934-4132,https://franklinanimalshelter.com,71 Punch Brook Road,Franklin,03235,Animal shelter serving Franklin and central New Hampshire communities.
600,New Hampshire,NH,Above the Notch Humane Society,Humane Society,info@atnhs.org,(603) 444-2797,https://atnhs.org,65 Lyman Road,Bethlehem,03574,Humane society serving the North Country region of New Hampshire above the White Mountain notches.
601,New Hampshire,NH,Greater Derry Humane Society,Rescue,info@derryhumanesociety.org,,https://derryhumanesociety.org,,Derry,03038,Rescues animals and places them in permanent loving homes. All rescued animals kept in foster homes until placement - no physical shelter.
602,New Hampshire,NH,Hero Pups,Rescue,info@heropups.com,,https://heropups.com,,Stratham,03885,"Animal rescue organization based in Stratham, NH dedicated to finding homes for dogs in need."
603,New Hampshire,NH,Coos Animal Sanctuary,Sanctuary,info@coosanimals.com,,https://coosanimals.com,,Lancaster,03584,Animal sanctuary serving the northernmost county in New Hampshire.
